X,Y,ANNO,DESCRIZIO,NOTE,ID,LINK,X_COORD,Y_COORD,anno_n,icon_url
10.5033062247966,43.842113951065,"2019",Lucca - Foto 5 Aprile 2019,,,https://youtu.be/0Dwp6kjQKA0,,,"2019",./0.png
10.3936617260001,43.722424572219,"2019",Pisa,,,https://youtu.be/qJnIJzW7NrM,,,"2019",./0.png
12.4167469017726,45.4733215717442,"2019",San Francesco del deserto,,,https://youtu.be/QGstrWseI4M,,,"2019",./0.png
11.8794354772137,45.4119162472042,"2019",Visita alla Cappella degli Scrovegni,,,https://youtu.be/wdpQE2S65V0,,,"2019",./0.png
12.3314817879956,45.8591650581414,"2018",Presepio Artistico di Ramera 2018,,,https://youtu.be/Bw5LsQPulU4,,,"2018",./0.png
12.3441596612333,45.4274287397599,"2018",Vatican Chapels alla Fondazione Cini,,,https://youtu.be/Fhds6rlJSTA,,,"2019",./0.png
13.3099341569639,45.905184040095,"2018",Palmanova,,,https://youtu.be/pIB76VVPr8M,,,"2018",./0.png
9.66315958743108,45.7032014455932,"2018",Una giornata a Bergamo,,,https://youtu.be/94paMN9-C70,,,"2018",./0.png
11.4082554439747,44.5162320564223,"2018",Eataly World FICO,,,https://youtu.be/SJ12GopnbmU,,,"2018",./0.png
12.3428342731304,45.4294691607568,"2018",Isola di San Giorgio,,,https://youtu.be/IHlOgfzH69s,,,"2018",./0.png
10.0251570685002,45.1342775639276,"2017",Cremona,,,https://youtu.be/ZgeKMdR3xmA,,,"2017",./0.png
19.0522864721828,47.4807683792496,"2017",Budapest e Lago Balaton,,,https://youtu.be/87aVNZbwNXo,,,"2017",./0.png
19.0874719904233,47.3978194012148,,Ungheria 2017,,,https://www.youtube.com/playlist?list=PLaALU19-ihKSsA4lyQsLPrdpH3fLHLfhi,,,,./0.png
12.6324350721948,45.4992752531933,"2022",Jesolo Air Show 2022,,,https://www.youtube.com/playlist?list=PLaALU19-ihKSFcm6gFNvI-svHg30_bxLUNULL,,,"2022",./0.png
-4.18085296080328,56.936994867258,"2010",Scozia 2010 Remix,,,https://youtu.be/P5HxtZVzfNQ,,,"2010",./0.png
7.60315713415637,44.994228330594,"2016","Stupinigi, 9 dicembre 2016",,,https://youtu.be/KuiVEO1_skI,,,"2016",./0.png
7.68657134795672,45.0537478845258,"2016",Parco del Valentino,,,https://youtu.be/2-GSzC-gECc,,,"2016",./0.png
7.68189828276075,45.0725619416563,"2016","Torino, bus tour",,,https://youtu.be/HbG0oqhR7DY,,,"2016",./0.png
